construct_id,idr_seq_name,gfp_label,gfp_tag,Z_gfp,topology,N_idr,N_construct,ncpr_idr,fcr_idr,kappa_idr,nu_idr_free,linker,linker_len,fasta_path
Q14C86_440_1160__GFPp5__Ntail,Q14C86_440_1160,GFP+5,GFPp5,5,Ntail,721,936,-0.0721220527045769,0.2746185852981969,0.1788456644532167,0.513,,0,individual/Q14C86_440_1160__GFPp5__Ntail.fasta
Q14C86_440_1160__GFPp5__Ctail,Q14C86_440_1160,GFP+5,GFPp5,5,Ctail,721,936,-0.0721220527045769,0.2746185852981969,0.1788456644532167,0.513,,0,individual/Q14C86_440_1160__GFPp5__Ctail.fasta
Q14C86_440_1160__GFPm15__Ntail,Q14C86_440_1160,GFP-15,GFPm15,-15,Ntail,721,936,-0.0721220527045769,0.2746185852981969,0.1788456644532167,0.513,,0,individual/Q14C86_440_1160__GFPm15__Ntail.fasta
Q14C86_440_1160__GFPm15__Ctail,Q14C86_440_1160,GFP-15,GFPm15,-15,Ctail,721,936,-0.0721220527045769,0.2746185852981969,0.1788456644532167,0.513,,0,individual/Q14C86_440_1160__GFPm15__Ctail.fasta
Q96PY6_639_1188__GFPp15__Ntail,Q96PY6_639_1188,GFP+15,GFPp15,15,Ntail,550,765,-0.1218181818181818,0.3109090909090909,0.1884198563150126,0.543,,0,individual/Q96PY6_639_1188__GFPp15__Ntail.fasta
Q96PY6_639_1188__GFPp15__Ctail,Q96PY6_639_1188,GFP+15,GFPp15,15,Ctail,550,765,-0.1218181818181818,0.3109090909090909,0.1884198563150126,0.543,,0,individual/Q96PY6_639_1188__GFPp15__Ctail.fasta
Q96PY6_639_1188__GFPp5__Ntail,Q96PY6_639_1188,GFP+5,GFPp5,5,Ntail,550,765,-0.1218181818181818,0.3109090909090909,0.1884198563150126,0.543,,0,individual/Q96PY6_639_1188__GFPp5__Ntail.fasta
Q96PY6_639_1188__GFPp5__Ctail,Q96PY6_639_1188,GFP+5,GFPp5,5,Ctail,550,765,-0.1218181818181818,0.3109090909090909,0.1884198563150126,0.543,,0,individual/Q96PY6_639_1188__GFPp5__Ctail.fasta
Q96PY6_639_1188__GFPm15__Ntail,Q96PY6_639_1188,GFP-15,GFPm15,-15,Ntail,550,765,-0.1218181818181818,0.3109090909090909,0.1884198563150126,0.543,,0,individual/Q96PY6_639_1188__GFPm15__Ntail.fasta
Q96PY6_639_1188__GFPm15__Ctail,Q96PY6_639_1188,GFP-15,GFPm15,-15,Ctail,550,765,-0.1218181818181818,0.3109090909090909,0.1884198563150126,0.543,,0,individual/Q96PY6_639_1188__GFPm15__Ctail.fasta
Q5VWK0_154_638__GFPp15__Ntail,Q5VWK0_154_638,GFP+15,GFPp15,15,Ntail,485,700,-0.1010309278350515,0.2865979381443299,0.2366963405810555,0.481,,0,individual/Q5VWK0_154_638__GFPp15__Ntail.fasta
Q5VWK0_154_638__GFPp15__Ctail,Q5VWK0_154_638,GFP+15,GFPp15,15,Ctail,485,700,-0.1010309278350515,0.2865979381443299,0.2366963405810555,0.481,,0,individual/Q5VWK0_154_638__GFPp15__Ctail.fasta
Q5VWK0_154_638__GFPp5__Ntail,Q5VWK0_154_638,GFP+5,GFPp5,5,Ntail,485,700,-0.1010309278350515,0.2865979381443299,0.2366963405810555,0.481,,0,individual/Q5VWK0_154_638__GFPp5__Ntail.fasta
Q5VWK0_154_638__GFPp5__Ctail,Q5VWK0_154_638,GFP+5,GFPp5,5,Ctail,485,700,-0.1010309278350515,0.2865979381443299,0.2366963405810555,0.481,,0,individual/Q5VWK0_154_638__GFPp5__Ctail.fasta
Q5VWK0_154_638__GFPm15__Ntail,Q5VWK0_154_638,GFP-15,GFPm15,-15,Ntail,485,700,-0.1010309278350515,0.2865979381443299,0.2366963405810555,0.481,,0,individual/Q5VWK0_154_638__GFPm15__Ntail.fasta
Q5VWK0_154_638__GFPm15__Ctail,Q5VWK0_154_638,GFP-15,GFPm15,-15,Ctail,485,700,-0.1010309278350515,0.2865979381443299,0.2366963405810555,0.481,,0,individual/Q5VWK0_154_638__GFPm15__Ctail.fasta
Q8IUR6_1_481__GFPp15__Ntail,Q8IUR6_1_481,GFP+15,GFPp15,15,Ntail,481,696,-0.0997920997920998,0.3035343035343035,0.2972502839530001,0.472,,0,individual/Q8IUR6_1_481__GFPp15__Ntail.fasta
Q8IUR6_1_481__GFPp15__Ctail,Q8IUR6_1_481,GFP+15,GFPp15,15,Ctail,481,696,-0.0997920997920998,0.3035343035343035,0.2972502839530001,0.472,,0,individual/Q8IUR6_1_481__GFPp15__Ctail.fasta
Q8IUR6_1_481__GFPp5__Ntail,Q8IUR6_1_481,GFP+5,GFPp5,5,Ntail,481,696,-0.0997920997920998,0.3035343035343035,0.2972502839530001,0.472,,0,individual/Q8IUR6_1_481__GFPp5__Ntail.fasta
Q8IUR6_1_481__GFPp5__Ctail,Q8IUR6_1_481,GFP+5,GFPp5,5,Ctail,481,696,-0.0997920997920998,0.3035343035343035,0.2972502839530001,0.472,,0,individual/Q8IUR6_1_481__GFPp5__Ctail.fasta
Q8IUR6_1_481__GFPm15__Ntail,Q8IUR6_1_481,GFP-15,GFPm15,-15,Ntail,481,696,-0.0997920997920998,0.3035343035343035,0.2972502839530001,0.472,,0,individual/Q8IUR6_1_481__GFPm15__Ntail.fasta
Q8IUR6_1_481__GFPm15__Ctail,Q8IUR6_1_481,GFP-15,GFPm15,-15,Ctail,481,696,-0.0997920997920998,0.3035343035343035,0.2972502839530001,0.472,,0,individual/Q8IUR6_1_481__GFPm15__Ctail.fasta
P11047_1032_1609__GFPp15__Ntail,P11047_1032_1609,GFP+15,GFPp15,15,Ntail,578,793,-0.0640138408304498,0.3546712802768166,0.1164024907712738,0.533,,0,individual/P11047_1032_1609__GFPp15__Ntail.fasta
P11047_1032_1609__GFPp15__Ctail,P11047_1032_1609,GFP+15,GFPp15,15,Ctail,578,793,-0.0640138408304498,0.3546712802768166,0.1164024907712738,0.533,,0,individual/P11047_1032_1609__GFPp15__Ctail.fasta
P11047_1032_1609__GFPp5__Ntail,P11047_1032_1609,GFP+5,GFPp5,5,Ntail,578,793,-0.0640138408304498,0.3546712802768166,0.1164024907712738,0.533,,0,individual/P11047_1032_1609__GFPp5__Ntail.fasta
P11047_1032_1609__GFPp5__Ctail,P11047_1032_1609,GFP+5,GFPp5,5,Ctail,578,793,-0.0640138408304498,0.3546712802768166,0.1164024907712738,0.533,,0,individual/P11047_1032_1609__GFPp5__Ctail.fasta
P11047_1032_1609__GFPm15__Ntail,P11047_1032_1609,GFP-15,GFPm15,-15,Ntail,578,793,-0.0640138408304498,0.3546712802768166,0.1164024907712738,0.533,,0,individual/P11047_1032_1609__GFPm15__Ntail.fasta
P11047_1032_1609__GFPm15__Ctail,P11047_1032_1609,GFP-15,GFPm15,-15,Ctail,578,793,-0.0640138408304498,0.3546712802768166,0.1164024907712738,0.533,,0,individual/P11047_1032_1609__GFPm15__Ctail.fasta
P12882_958_1447__GFPp15__Ntail,P12882_958_1447,GFP+15,GFPp15,15,Ntail,490,705,-0.0591836734693877,0.4142857142857143,0.1756596030682189,0.538,,0,individual/P12882_958_1447__GFPp15__Ntail.fasta
P12882_958_1447__GFPp15__Ctail,P12882_958_1447,GFP+15,GFPp15,15,Ctail,490,705,-0.0591836734693877,0.4142857142857143,0.1756596030682189,0.538,,0,individual/P12882_958_1447__GFPp15__Ctail.fasta
P12882_958_1447__GFPp5__Ntail,P12882_958_1447,GFP+5,GFPp5,5,Ntail,490,705,-0.0591836734693877,0.4142857142857143,0.1756596030682189,0.538,,0,individual/P12882_958_1447__GFPp5__Ntail.fasta
P12882_958_1447__GFPp5__Ctail,P12882_958_1447,GFP+5,GFPp5,5,Ctail,490,705,-0.0591836734693877,0.4142857142857143,0.1756596030682189,0.538,,0,individual/P12882_958_1447__GFPp5__Ctail.fasta
P12882_958_1447__GFPm15__Ntail,P12882_958_1447,GFP-15,GFPm15,-15,Ntail,490,705,-0.0591836734693877,0.4142857142857143,0.1756596030682189,0.538,,0,individual/P12882_958_1447__GFPm15__Ntail.fasta
P12882_958_1447__GFPm15__Ctail,P12882_958_1447,GFP-15,GFPm15,-15,Ctail,490,705,-0.0591836734693877,0.4142857142857143,0.1756596030682189,0.538,,0,individual/P12882_958_1447__GFPm15__Ctail.fasta
Q7L0X2_1_411__GFPp15__Ntail,Q7L0X2_1_411,GFP+15,GFPp15,15,Ntail,411,626,-0.1167883211678832,0.3503649635036496,0.3127264228578874,0.511,,0,individual/Q7L0X2_1_411__GFPp15__Ntail.fasta
Q7L0X2_1_411__GFPp15__Ctail,Q7L0X2_1_411,GFP+15,GFPp15,15,Ctail,411,626,-0.1167883211678832,0.3503649635036496,0.3127264228578874,0.511,,0,individual/Q7L0X2_1_411__GFPp15__Ctail.fasta
Q7L0X2_1_411__GFPp5__Ntail,Q7L0X2_1_411,GFP+5,GFPp5,5,Ntail,411,626,-0.1167883211678832,0.3503649635036496,0.3127264228578874,0.511,,0,individual/Q7L0X2_1_411__GFPp5__Ntail.fasta
Q7L0X2_1_411__GFPp5__Ctail,Q7L0X2_1_411,GFP+5,GFPp5,5,Ctail,411,626,-0.1167883211678832,0.3503649635036496,0.3127264228578874,0.511,,0,individual/Q7L0X2_1_411__GFPp5__Ctail.fasta
Q7L0X2_1_411__GFPm15__Ntail,Q7L0X2_1_411,GFP-15,GFPm15,-15,Ntail,411,626,-0.1167883211678832,0.3503649635036496,0.3127264228578874,0.511,,0,individual/Q7L0X2_1_411__GFPm15__Ntail.fasta
Q7L0X2_1_411__GFPm15__Ctail,Q7L0X2_1_411,GFP-15,GFPm15,-15,Ctail,411,626,-0.1167883211678832,0.3503649635036496,0.3127264228578874,0.511,,0,individual/Q7L0X2_1_411__GFPm15__Ctail.fasta
P08123_1_1134__GFPp15__Ntail,P08123_1_1134,GFP+15,GFPp15,15,Ntail,1134,1349,0.0149911816578483,0.156084656084656,0.0991867089434978,0.513,,0,individual/P08123_1_1134__GFPp15__Ntail.fasta
P08123_1_1134__GFPp15__Ctail,P08123_1_1134,GFP+15,GFPp15,15,Ctail,1134,1349,0.0149911816578483,0.156084656084656,0.0991867089434978,0.513,,0,individual/P08123_1_1134__GFPp15__Ctail.fasta
P08123_1_1134__GFPp5__Ntail,P08123_1_1134,GFP+5,GFPp5,5,Ntail,1134,1349,0.0149911816578483,0.156084656084656,0.0991867089434978,0.513,,0,individual/P08123_1_1134__GFPp5__Ntail.fasta
P08123_1_1134__GFPp5__Ctail,P08123_1_1134,GFP+5,GFPp5,5,Ctail,1134,1349,0.0149911816578483,0.156084656084656,0.0991867089434978,0.513,,0,individual/P08123_1_1134__GFPp5__Ctail.fasta
P08123_1_1134__GFPm15__Ntail,P08123_1_1134,GFP-15,GFPm15,-15,Ntail,1134,1349,0.0149911816578483,0.156084656084656,0.0991867089434978,0.513,,0,individual/P08123_1_1134__GFPm15__Ntail.fasta
P08123_1_1134__GFPm15__Ctail,P08123_1_1134,GFP-15,GFPm15,-15,Ctail,1134,1349,0.0149911816578483,0.156084656084656,0.0991867089434978,0.513,,0,individual/P08123_1_1134__GFPm15__Ctail.fasta
O15230_2127_2711__GFPp15__Ntail,O15230_2127_2711,GFP+15,GFPp15,15,Ntail,585,800,-0.0239316239316239,0.2222222222222222,0.1270193065665357,0.514,,0,individual/O15230_2127_2711__GFPp15__Ntail.fasta
O15230_2127_2711__GFPp15__Ctail,O15230_2127_2711,GFP+15,GFPp15,15,Ctail,585,800,-0.0239316239316239,0.2222222222222222,0.1270193065665357,0.514,,0,individual/O15230_2127_2711__GFPp15__Ctail.fasta
O15230_2127_2711__GFPp5__Ntail,O15230_2127_2711,GFP+5,GFPp5,5,Ntail,585,800,-0.0239316239316239,0.2222222222222222,0.1270193065665357,0.514,,0,individual/O15230_2127_2711__GFPp5__Ntail.fasta
O15230_2127_2711__GFPp5__Ctail,O15230_2127_2711,GFP+5,GFPp5,5,Ctail,585,800,-0.0239316239316239,0.2222222222222222,0.1270193065665357,0.514,,0,individual/O15230_2127_2711__GFPp5__Ctail.fasta
O15230_2127_2711__GFPm15__Ntail,O15230_2127_2711,GFP-15,GFPm15,-15,Ntail,585,800,-0.0239316239316239,0.2222222222222222,0.1270193065665357,0.514,,0,individual/O15230_2127_2711__GFPm15__Ntail.fasta
O15230_2127_2711__GFPm15__Ctail,O15230_2127_2711,GFP-15,GFPm15,-15,Ctail,585,800,-0.0239316239316239,0.2222222222222222,0.1270193065665357,0.514,,0,individual/O15230_2127_2711__GFPm15__Ctail.fasta
Q9UBL0_238_812__GFPp15__Ntail,Q9UBL0_238_812,GFP+15,GFPp15,15,Ntail,575,790,0.0069565217391304,0.1391304347826087,0.1420104977064485,0.514,,0,individual/Q9UBL0_238_812__GFPp15__Ntail.fasta
Q9UBL0_238_812__GFPp15__Ctail,Q9UBL0_238_812,GFP+15,GFPp15,15,Ctail,575,790,0.0069565217391304,0.1391304347826087,0.1420104977064485,0.514,,0,individual/Q9UBL0_238_812__GFPp15__Ctail.fasta
Q9UBL0_238_812__GFPp5__Ntail,Q9UBL0_238_812,GFP+5,GFPp5,5,Ntail,575,790,0.0069565217391304,0.1391304347826087,0.1420104977064485,0.514,,0,individual/Q9UBL0_238_812__GFPp5__Ntail.fasta
Q9UBL0_238_812__GFPp5__Ctail,Q9UBL0_238_812,GFP+5,GFPp5,5,Ctail,575,790,0.0069565217391304,0.1391304347826087,0.1420104977064485,0.514,,0,individual/Q9UBL0_238_812__GFPp5__Ctail.fasta
Q9UBL0_238_812__GFPm15__Ntail,Q9UBL0_238_812,GFP-15,GFPm15,-15,Ntail,575,790,0.0069565217391304,0.1391304347826087,0.1420104977064485,0.514,,0,individual/Q9UBL0_238_812__GFPm15__Ntail.fasta
Q9UBL0_238_812__GFPm15__Ctail,Q9UBL0_238_812,GFP-15,GFPm15,-15,Ctail,575,790,0.0069565217391304,0.1391304347826087,0.1420104977064485,0.514,,0,individual/Q9UBL0_238_812__GFPm15__Ctail.fasta
Q9BYB0_663_1665__GFPp15__Ntail,Q9BYB0_663_1665,GFP+15,GFPp15,15,Ntail,1003,1218,0.0159521435692921,0.2333000997008973,0.1842438446132758,0.498,,0,individual/Q9BYB0_663_1665__GFPp15__Ntail.fasta
Q9BYB0_663_1665__GFPp15__Ctail,Q9BYB0_663_1665,GFP+15,GFPp15,15,Ctail,1003,1218,0.0159521435692921,0.2333000997008973,0.1842438446132758,0.498,,0,individual/Q9BYB0_663_1665__GFPp15__Ctail.fasta
Q9BYB0_663_1665__GFPp5__Ntail,Q9BYB0_663_1665,GFP+5,GFPp5,5,Ntail,1003,1218,0.0159521435692921,0.2333000997008973,0.1842438446132758,0.498,,0,individual/Q9BYB0_663_1665__GFPp5__Ntail.fasta
Q9BYB0_663_1665__GFPp5__Ctail,Q9BYB0_663_1665,GFP+5,GFPp5,5,Ctail,1003,1218,0.0159521435692921,0.2333000997008973,0.1842438446132758,0.498,,0,individual/Q9BYB0_663_1665__GFPp5__Ctail.fasta
Q9BYB0_663_1665__GFPm15__Ntail,Q9BYB0_663_1665,GFP-15,GFPm15,-15,Ntail,1003,1218,0.0159521435692921,0.2333000997008973,0.1842438446132758,0.498,,0,individual/Q9BYB0_663_1665__GFPm15__Ntail.fasta
Q9BYB0_663_1665__GFPm15__Ctail,Q9BYB0_663_1665,GFP-15,GFPm15,-15,Ctail,1003,1218,0.0159521435692921,0.2333000997008973,0.1842438446132758,0.498,,0,individual/Q9BYB0_663_1665__GFPm15__Ctail.fasta
A6NNC1_1_865__GFPp15__Ntail,A6NNC1_1_865,GFP+15,GFPp15,15,Ntail,865,1080,0.0427745664739884,0.1976878612716763,0.1854394568427361,0.51,,0,individual/A6NNC1_1_865__GFPp15__Ntail.fasta
A6NNC1_1_865__GFPp15__Ctail,A6NNC1_1_865,GFP+15,GFPp15,15,Ctail,865,1080,0.0427745664739884,0.1976878612716763,0.1854394568427361,0.51,,0,individual/A6NNC1_1_865__GFPp15__Ctail.fasta
A6NNC1_1_865__GFPp5__Ntail,A6NNC1_1_865,GFP+5,GFPp5,5,Ntail,865,1080,0.0427745664739884,0.1976878612716763,0.1854394568427361,0.51,,0,individual/A6NNC1_1_865__GFPp5__Ntail.fasta
A6NNC1_1_865__GFPp5__Ctail,A6NNC1_1_865,GFP+5,GFPp5,5,Ctail,865,1080,0.0427745664739884,0.1976878612716763,0.1854394568427361,0.51,,0,individual/A6NNC1_1_865__GFPp5__Ctail.fasta
A6NNC1_1_865__GFPm15__Ntail,A6NNC1_1_865,GFP-15,GFPm15,-15,Ntail,865,1080,0.0427745664739884,0.1976878612716763,0.1854394568427361,0.51,,0,individual/A6NNC1_1_865__GFPm15__Ntail.fasta
A6NNC1_1_865__GFPm15__Ctail,A6NNC1_1_865,GFP-15,GFPm15,-15,Ctail,865,1080,0.0427745664739884,0.1976878612716763,0.1854394568427361,0.51,,0,individual/A6NNC1_1_865__GFPm15__Ctail.fasta
O75157_1_680__GFPp15__Ntail,O75157_1_680,GFP+15,GFPp15,15,Ntail,680,895,-0.025,0.113235294117647,0.204626385360612,0.524,,0,individual/O75157_1_680__GFPp15__Ntail.fasta
O75157_1_680__GFPp15__Ctail,O75157_1_680,GFP+15,GFPp15,15,Ctail,680,895,-0.025,0.113235294117647,0.204626385360612,0.524,,0,individual/O75157_1_680__GFPp15__Ctail.fasta
O75157_1_680__GFPp5__Ntail,O75157_1_680,GFP+5,GFPp5,5,Ntail,680,895,-0.025,0.113235294117647,0.204626385360612,0.524,,0,individual/O75157_1_680__GFPp5__Ntail.fasta
O75157_1_680__GFPp5__Ctail,O75157_1_680,GFP+5,GFPp5,5,Ctail,680,895,-0.025,0.113235294117647,0.204626385360612,0.524,,0,individual/O75157_1_680__GFPp5__Ctail.fasta
O75157_1_680__GFPm15__Ntail,O75157_1_680,GFP-15,GFPm15,-15,Ntail,680,895,-0.025,0.113235294117647,0.204626385360612,0.524,,0,individual/O75157_1_680__GFPm15__Ntail.fasta
O75157_1_680__GFPm15__Ctail,O75157_1_680,GFP-15,GFPm15,-15,Ctail,680,895,-0.025,0.113235294117647,0.204626385360612,0.524,,0,individual/O75157_1_680__GFPm15__Ctail.fasta
Q9NYZ3_139_720__GFPp15__Ntail,Q9NYZ3_139_720,GFP+15,GFPp15,15,Ntail,582,797,0.0481099656357388,0.2164948453608247,0.170776753286718,0.512,,0,individual/Q9NYZ3_139_720__GFPp15__Ntail.fasta
Q9NYZ3_139_720__GFPp15__Ctail,Q9NYZ3_139_720,GFP+15,GFPp15,15,Ctail,582,797,0.0481099656357388,0.2164948453608247,0.170776753286718,0.512,,0,individual/Q9NYZ3_139_720__GFPp15__Ctail.fasta
Q9NYZ3_139_720__GFPp5__Ntail,Q9NYZ3_139_720,GFP+5,GFPp5,5,Ntail,582,797,0.0481099656357388,0.2164948453608247,0.170776753286718,0.512,,0,individual/Q9NYZ3_139_720__GFPp5__Ntail.fasta
Q9NYZ3_139_720__GFPp5__Ctail,Q9NYZ3_139_720,GFP+5,GFPp5,5,Ctail,582,797,0.0481099656357388,0.2164948453608247,0.170776753286718,0.512,,0,individual/Q9NYZ3_139_720__GFPp5__Ctail.fasta
Q9NYZ3_139_720__GFPm15__Ntail,Q9NYZ3_139_720,GFP-15,GFPm15,-15,Ntail,582,797,0.0481099656357388,0.2164948453608247,0.170776753286718,0.512,,0,individual/Q9NYZ3_139_720__GFPm15__Ntail.fasta
Q9NYZ3_139_720__GFPm15__Ctail,Q9NYZ3_139_720,GFP-15,GFPm15,-15,Ctail,582,797,0.0481099656357388,0.2164948453608247,0.170776753286718,0.512,,0,individual/Q9NYZ3_139_720__GFPm15__Ctail.fasta
Q8WZ75_440_1007__GFPp15__Ntail,Q8WZ75_440_1007,GFP+15,GFPp15,15,Ntail,568,783,-0.0070422535211267,0.1901408450704225,0.2131937726703818,0.468,,0,individual/Q8WZ75_440_1007__GFPp15__Ntail.fasta
Q8WZ75_440_1007__GFPp15__Ctail,Q8WZ75_440_1007,GFP+15,GFPp15,15,Ctail,568,783,-0.0070422535211267,0.1901408450704225,0.2131937726703818,0.468,,0,individual/Q8WZ75_440_1007__GFPp15__Ctail.fasta
Q8WZ75_440_1007__GFPp5__Ntail,Q8WZ75_440_1007,GFP+5,GFPp5,5,Ntail,568,783,-0.0070422535211267,0.1901408450704225,0.2131937726703818,0.468,,0,individual/Q8WZ75_440_1007__GFPp5__Ntail.fasta
Q8WZ75_440_1007__GFPp5__Ctail,Q8WZ75_440_1007,GFP+5,GFPp5,5,Ctail,568,783,-0.0070422535211267,0.1901408450704225,0.2131937726703818,0.468,,0,individual/Q8WZ75_440_1007__GFPp5__Ctail.fasta
Q8WZ75_440_1007__GFPm15__Ntail,Q8WZ75_440_1007,GFP-15,GFPm15,-15,Ntail,568,783,-0.0070422535211267,0.1901408450704225,0.2131937726703818,0.468,,0,individual/Q8WZ75_440_1007__GFPm15__Ntail.fasta
Q8WZ75_440_1007__GFPm15__Ctail,Q8WZ75_440_1007,GFP-15,GFPm15,-15,Ctail,568,783,-0.0070422535211267,0.1901408450704225,0.2131937726703818,0.468,,0,individual/Q8WZ75_440_1007__GFPm15__Ctail.fasta
Q6UUV7_58_619__GFPp15__Ntail,Q6UUV7_58_619,GFP+15,GFPp15,15,Ntail,562,777,-0.0177935943060498,0.1530249110320284,0.178102821681892,0.486,,0,individual/Q6UUV7_58_619__GFPp15__Ntail.fasta
Q6UUV7_58_619__GFPp15__Ctail,Q6UUV7_58_619,GFP+15,GFPp15,15,Ctail,562,777,-0.0177935943060498,0.1530249110320284,0.178102821681892,0.486,,0,individual/Q6UUV7_58_619__GFPp15__Ctail.fasta
Q6UUV7_58_619__GFPp5__Ntail,Q6UUV7_58_619,GFP+5,GFPp5,5,Ntail,562,777,-0.0177935943060498,0.1530249110320284,0.178102821681892,0.486,,0,individual/Q6UUV7_58_619__GFPp5__Ntail.fasta
Q6UUV7_58_619__GFPp5__Ctail,Q6UUV7_58_619,GFP+5,GFPp5,5,Ctail,562,777,-0.0177935943060498,0.1530249110320284,0.178102821681892,0.486,,0,individual/Q6UUV7_58_619__GFPp5__Ctail.fasta
Q6UUV7_58_619__GFPm15__Ntail,Q6UUV7_58_619,GFP-15,GFPm15,-15,Ntail,562,777,-0.0177935943060498,0.1530249110320284,0.178102821681892,0.486,,0,individual/Q6UUV7_58_619__GFPm15__Ntail.fasta
Q6UUV7_58_619__GFPm15__Ctail,Q6UUV7_58_619,GFP-15,GFPm15,-15,Ctail,562,777,-0.0177935943060498,0.1530249110320284,0.178102821681892,0.486,,0,individual/Q6UUV7_58_619__GFPm15__Ctail.fasta
Q9Y4G8_999_1499__GFPp15__Ntail,Q9Y4G8_999_1499,GFP+15,GFPp15,15,Ntail,501,716,-0.0119760479041916,0.2195608782435129,0.2262200444207077,0.495,,0,individual/Q9Y4G8_999_1499__GFPp15__Ntail.fasta
Q9Y4G8_999_1499__GFPp15__Ctail,Q9Y4G8_999_1499,GFP+15,GFPp15,15,Ctail,501,716,-0.0119760479041916,0.2195608782435129,0.2262200444207077,0.495,,0,individual/Q9Y4G8_999_1499__GFPp15__Ctail.fasta
Q9Y4G8_999_1499__GFPp5__Ntail,Q9Y4G8_999_1499,GFP+5,GFPp5,5,Ntail,501,716,-0.0119760479041916,0.2195608782435129,0.2262200444207077,0.495,,0,individual/Q9Y4G8_999_1499__GFPp5__Ntail.fasta
Q9Y4G8_999_1499__GFPp5__Ctail,Q9Y4G8_999_1499,GFP+5,GFPp5,5,Ctail,501,716,-0.0119760479041916,0.2195608782435129,0.2262200444207077,0.495,,0,individual/Q9Y4G8_999_1499__GFPp5__Ctail.fasta
Q9Y4G8_999_1499__GFPm15__Ntail,Q9Y4G8_999_1499,GFP-15,GFPm15,-15,Ntail,501,716,-0.0119760479041916,0.2195608782435129,0.2262200444207077,0.495,,0,individual/Q9Y4G8_999_1499__GFPm15__Ntail.fasta
Q9Y4G8_999_1499__GFPm15__Ctail,Q9Y4G8_999_1499,GFP-15,GFPm15,-15,Ctail,501,716,-0.0119760479041916,0.2195608782435129,0.2262200444207077,0.495,,0,individual/Q9Y4G8_999_1499__GFPm15__Ctail.fasta
Q8N3J3_1_451__GFPp15__Ntail,Q8N3J3_1_451,GFP+15,GFPp15,15,Ntail,451,666,-0.0022172949002217,0.17960088691796,0.2871445708270536,0.48,,0,individual/Q8N3J3_1_451__GFPp15__Ntail.fasta
Q8N3J3_1_451__GFPp15__Ctail,Q8N3J3_1_451,GFP+15,GFPp15,15,Ctail,451,666,-0.0022172949002217,0.17960088691796,0.2871445708270536,0.48,,0,individual/Q8N3J3_1_451__GFPp15__Ctail.fasta
Q8N3J3_1_451__GFPp5__Ntail,Q8N3J3_1_451,GFP+5,GFPp5,5,Ntail,451,666,-0.0022172949002217,0.17960088691796,0.2871445708270536,0.48,,0,individual/Q8N3J3_1_451__GFPp5__Ntail.fasta
Q8N3J3_1_451__GFPp5__Ctail,Q8N3J3_1_451,GFP+5,GFPp5,5,Ctail,451,666,-0.0022172949002217,0.17960088691796,0.2871445708270536,0.48,,0,individual/Q8N3J3_1_451__GFPp5__Ctail.fasta
Q8N3J3_1_451__GFPm15__Ntail,Q8N3J3_1_451,GFP-15,GFPm15,-15,Ntail,451,666,-0.0022172949002217,0.17960088691796,0.2871445708270536,0.48,,0,individual/Q8N3J3_1_451__GFPm15__Ntail.fasta
Q8N3J3_1_451__GFPm15__Ctail,Q8N3J3_1_451,GFP-15,GFPm15,-15,Ctail,451,666,-0.0022172949002217,0.17960088691796,0.2871445708270536,0.48,,0,individual/Q8N3J3_1_451__GFPm15__Ctail.fasta
Q16787_1789_2376__GFPp15__Ntail,Q16787_1789_2376,GFP+15,GFPp15,15,Ntail,588,803,-0.0136054421768707,0.2891156462585034,0.1367924568548172,0.504,,0,individual/Q16787_1789_2376__GFPp15__Ntail.fasta
Q16787_1789_2376__GFPp15__Ctail,Q16787_1789_2376,GFP+15,GFPp15,15,Ctail,588,803,-0.0136054421768707,0.2891156462585034,0.1367924568548172,0.504,,0,individual/Q16787_1789_2376__GFPp15__Ctail.fasta
Q16787_1789_2376__GFPp5__Ntail,Q16787_1789_2376,GFP+5,GFPp5,5,Ntail,588,803,-0.0136054421768707,0.2891156462585034,0.1367924568548172,0.504,,0,individual/Q16787_1789_2376__GFPp5__Ntail.fasta
Q16787_1789_2376__GFPp5__Ctail,Q16787_1789_2376,GFP+5,GFPp5,5,Ctail,588,803,-0.0136054421768707,0.2891156462585034,0.1367924568548172,0.504,,0,individual/Q16787_1789_2376__GFPp5__Ctail.fasta
Q16787_1789_2376__GFPm15__Ntail,Q16787_1789_2376,GFP-15,GFPm15,-15,Ntail,588,803,-0.0136054421768707,0.2891156462585034,0.1367924568548172,0.504,,0,individual/Q16787_1789_2376__GFPm15__Ntail.fasta
Q16787_1789_2376__GFPm15__Ctail,Q16787_1789_2376,GFP-15,GFPm15,-15,Ctail,588,803,-0.0136054421768707,0.2891156462585034,0.1367924568548172,0.504,,0,individual/Q16787_1789_2376__GFPm15__Ctail.fasta
Q8N2N9_239_818__GFPp15__Ntail,Q8N2N9_239_818,GFP+15,GFPp15,15,Ntail,580,795,0.0224137931034482,0.3120689655172414,0.1350890794671624,0.528,,0,individual/Q8N2N9_239_818__GFPp15__Ntail.fasta
Q8N2N9_239_818__GFPp15__Ctail,Q8N2N9_239_818,GFP+15,GFPp15,15,Ctail,580,795,0.0224137931034482,0.3120689655172414,0.1350890794671624,0.528,,0,individual/Q8N2N9_239_818__GFPp15__Ctail.fasta
Q8N2N9_239_818__GFPp5__Ntail,Q8N2N9_239_818,GFP+5,GFPp5,5,Ntail,580,795,0.0224137931034482,0.3120689655172414,0.1350890794671624,0.528,,0,individual/Q8N2N9_239_818__GFPp5__Ntail.fasta
